customer_id,tenure_months,monthly_spend,support_tickets_90d,late_payments_12m,digital_sessions_30d,contract_type,payment_method,satisfaction_score,discount_rate,products_owned,churn
NOV-02740,11,117.44,2,0,21,mensuel,prelevement,3.8,0.05,1,1
NOV-02741,44,116.27,2,0,19,mensuel,prelevement,10.0,0.05,3,0
NOV-02742,4,35.34,1,0,15,mensuel,prelevement,5.0,0.0,3,0
NOV-02743,28,120.42,1,0,16,mensuel,carte,8.3,0.0,3,0
NOV-02744,21,139.78,3,0,15,mensuel,prelevement,9.9,0.0,3,0
NOV-02745,67,38.01,0,1,20,mensuel,carte,10.0,0.05,2,0
NOV-02746,33,113.93,2,0,21,mensuel,prelevement,6.2,0.05,2,1
NOV-02747,62,140.06,1,0,17,bisannuel,prelevement,6.9,0.05,4,0
NOV-02748,4,50.59,3,0,22,mensuel,prelevement,4.7,0.1,4,0
NOV-02749,52,82.59,1,0,18,mensuel,carte,8.7,0.0,1,0
NOV-02750,1,71.76,1,1,22,annuel,carte,6.1,0.0,4,0
NOV-02751,71,93.21,2,1,22,bisannuel,prelevement,8.0,0.0,3,0
NOV-02752,57,90.13,3,0,22,mensuel,virement,7.7,0.0,3,0
NOV-02753,38,103.3,0,0,18,annuel,prelevement,6.1,0.0,3,0
NOV-02754,38,116.55,2,1,19,annuel,carte,,0.05,1,0
NOV-02755,57,137.15,0,0,9,annuel,prelevement,10.0,0.0,2,0
NOV-02756,63,44.53,1,1,26,annuel,prelevement,6.2,0.05,1,0
NOV-02757,72,57.89,1,3,21,annuel,prelevement,6.8,0.2,3,0
NOV-02758,1,81.31,4,1,12,mensuel,carte,5.1,0.2,4,0
NOV-02759,48,110.33,1,0,21,bisannuel,prelevement,8.0,0.0,3,0
NOV-02760,15,98.29,1,0,18,annuel,carte,7.3,0.1,2,0
NOV-02761,4,45.15,4,0,17,mensuel,carte,8.3,0.0,3,0
NOV-02762,44,66.13,2,0,24,annuel,carte,7.9,0.05,1,0
NOV-02763,15,100.21,1,0,21,annuel,carte,5.0,0.0,1,1
NOV-02764,51,63.36,2,0,20,annuel,carte,8.1,0.0,1,0
NOV-02765,46,135.96,0,0,20,mensuel,prelevement,4.9,0.05,4,1
NOV-02766,18,25.46,2,0,24,mensuel,prelevement,8.9,0.0,1,0
NOV-02767,6,87.58,2,1,26,mensuel,carte,7.8,0.0,4,1
NOV-02768,67,109.45,1,1,16,mensuel,prelevement,10.0,0.0,2,0
NOV-02769,16,126.22,2,1,19,mensuel,prelevement,7.5,0.0,2,1
NOV-02770,33,52.46,4,2,19,annuel,carte,7.4,0.2,1,1
NOV-02771,61,78.43,3,1,18,mensuel,carte,3.4,0.0,1,1
NOV-02772,38,142.32,3,0,25,annuel,carte,6.4,0.0,4,0
NOV-02773,19,119.48,1,2,19,mensuel,virement,8.2,0.0,4,1
NOV-02774,45,97.87,2,1,20,bisannuel,prelevement,,0.0,1,0
NOV-02775,33,35.77,1,0,16,annuel,prelevement,6.0,0.05,2,0
NOV-02776,16,111.41,0,0,12,annuel,carte,7.1,0.0,2,0
NOV-02777,19,101.17,3,0,21,bisannuel,carte,7.9,0.0,3,0
NOV-02778,23,30.77,2,0,21,mensuel,prelevement,6.4,0.0,4,0
NOV-02779,3,19.19,0,0,27,annuel,prelevement,5.2,0.0,2,0
NOV-02780,17,97.98,6,0,13,mensuel,carte,5.6,0.0,2,1
NOV-02781,37,107.84,3,0,15,mensuel,carte,7.9,0.0,2,0
NOV-02782,2,22.88,2,2,17,mensuel,virement,9.7,0.0,3,0
NOV-02783,58,30.24,2,4,25,annuel,carte,7.6,0.1,1,1
NOV-02784,7,50.81,2,0,17,mensuel,carte,9.2,0.0,4,1
NOV-02785,11,56.55,1,0,20,annuel,prelevement,9.1,0.0,3,0
NOV-02786,51,111.88,1,0,19,bisannuel,prelevement,,0.0,4,0
NOV-02787,11,53.49,0,0,20,annuel,carte,6.5,0.05,2,0
NOV-02788,57,86.03,1,0,17,annuel,prelevement,7.6,0.05,1,0
NOV-02789,67,130.31,2,0,22,annuel,carte,8.6,0.0,1,0
NOV-02790,3,129.33,1,0,19,annuel,prelevement,7.5,0.0,2,0
NOV-02791,56,65.69,3,0,22,annuel,virement,5.3,0.0,3,0
NOV-02792,50,63.39,0,1,21,mensuel,carte,7.7,0.0,2,0
NOV-02793,40,46.01,0,0,15,mensuel,carte,4.5,0.0,3,0
NOV-02794,23,32.87,3,0,27,mensuel,virement,8.6,0.1,3,0
NOV-02795,34,92.57,0,0,15,annuel,prelevement,10.0,0.1,1,0
NOV-02796,47,20.64,2,0,17,mensuel,prelevement,9.0,0.05,1,0
NOV-02797,52,114.36,1,0,11,bisannuel,carte,7.9,0.0,2,0
NOV-02798,69,132.56,0,1,22,mensuel,prelevement,5.0,0.0,3,0
NOV-02799,9,94.2,4,0,21,mensuel,carte,6.3,0.1,3,1
NOV-02800,62,77.05,1,0,16,mensuel,carte,9.4,0.0,1,0
NOV-02801,3,119.74,2,0,15,mensuel,prelevement,8.0,0.0,1,0
NOV-02802,55,64.18,3,0,14,mensuel,carte,6.6,0.0,4,0
NOV-02803,65,147.49,1,0,19,annuel,prelevement,6.8,0.0,2,0
NOV-02804,12,69.16,4,1,18,annuel,prelevement,6.6,0.1,2,0
NOV-02805,48,100.21,0,1,20,annuel,prelevement,8.5,0.0,2,0
NOV-02806,70,125.58,3,1,17,mensuel,prelevement,5.0,0.1,2,1
NOV-02807,48,95.66,1,0,21,mensuel,carte,9.1,0.05,3,0
NOV-02808,34,49.21,2,0,11,mensuel,prelevement,8.4,0.1,2,0
NOV-02809,14,77.42,2,1,18,annuel,prelevement,8.8,0.1,3,0
NOV-02810,62,102.62,1,1,14,mensuel,prelevement,5.7,0.0,2,0
NOV-02811,33,127.19,0,1,26,mensuel,prelevement,8.1,0.05,2,0
NOV-02812,46,54.08,2,0,21,mensuel,virement,8.4,0.0,1,0
NOV-02813,28,30.82,3,0,15,mensuel,carte,10.0,0.0,2,0
NOV-02814,71,31.3,2,1,15,mensuel,prelevement,8.8,0.05,1,0
NOV-02815,17,60.6,1,0,22,annuel,prelevement,7.9,0.1,2,0
NOV-02816,7,79.01,3,0,7,annuel,prelevement,7.9,0.0,3,1
NOV-02817,45,65.19,2,1,23,annuel,prelevement,4.2,0.2,1,0
NOV-02818,3,134.97,3,0,18,annuel,carte,6.8,0.1,1,1
NOV-02819,48,53.06,1,0,26,mensuel,virement,4.2,0.0,2,0
NOV-02820,10,78.62,2,3,19,mensuel,carte,9.4,0.05,3,0
NOV-02821,49,43.34,2,0,19,mensuel,virement,7.9,0.1,3,0
NOV-02822,29,86.62,0,2,15,bisannuel,carte,7.0,0.0,4,0
NOV-02823,71,28.21,1,0,17,mensuel,prelevement,5.9,0.0,3,0
NOV-02824,20,112.97,0,0,16,mensuel,virement,8.9,0.05,3,0
NOV-02825,10,54.94,1,1,14,mensuel,carte,6.7,0.1,2,0
NOV-02826,4,85.34,0,0,20,mensuel,virement,9.2,0.1,1,0
NOV-02827,6,126.94,0,0,17,mensuel,prelevement,5.9,0.0,4,1
NOV-02828,60,48.43,1,2,13,mensuel,prelevement,6.5,0.0,3,0
NOV-02829,7,141.53,1,0,13,annuel,prelevement,7.7,0.05,1,1
NOV-02830,14,76.39,0,0,16,mensuel,prelevement,8.2,0.0,1,0
NOV-02831,34,86.93,3,0,27,bisannuel,carte,,0.05,4,0
NOV-02832,61,44.19,2,0,16,mensuel,prelevement,8.2,0.1,3,0
NOV-02833,35,26.34,2,0,16,mensuel,carte,7.7,0.0,3,0
NOV-02834,1,111.23,1,1,18,mensuel,carte,2.9,0.05,1,1
NOV-02835,24,58.92,0,0,11,annuel,prelevement,6.8,0.2,2,0
NOV-02836,69,107.88,1,3,15,annuel,prelevement,6.2,0.1,2,1
NOV-02837,6,76.47,0,1,18,mensuel,virement,5.2,0.0,2,0
NOV-02838,26,30.14,0,0,11,mensuel,carte,9.0,0.1,2,0
NOV-02839,67,33.46,1,0,12,bisannuel,carte,6.9,0.1,3,0
NOV-02840,23,26.04,2,0,22,mensuel,prelevement,5.8,0.0,1,0
NOV-02841,64,104.62,1,0,14,annuel,prelevement,7.0,0.05,1,0
NOV-02842,34,47.57,0,2,23,mensuel,carte,7.3,0.05,4,0
NOV-02843,67,142.81,2,0,23,mensuel,virement,5.5,0.1,3,1
NOV-02844,65,59.73,5,1,13,bisannuel,prelevement,4.8,0.0,3,1
NOV-02845,52,97.07,3,0,22,annuel,carte,5.8,0.1,4,0
NOV-02846,12,118.92,0,1,26,annuel,carte,10.0,0.1,3,0
NOV-02847,65,45.49,1,0,16,mensuel,carte,9.8,0.1,3,0
NOV-02848,2,143.65,2,2,21,mensuel,carte,8.9,0.1,3,1
NOV-02849,17,46.83,1,1,27,bisannuel,carte,6.3,0.1,2,0
NOV-02850,51,128.36,2,0,14,annuel,carte,6.3,0.1,1,0
NOV-02851,25,65.04,4,0,13,mensuel,virement,9.1,0.0,4,0
NOV-02852,9,145.4,1,1,20,mensuel,prelevement,8.5,0.0,2,1
NOV-02853,33,116.13,0,0,11,bisannuel,virement,5.3,0.1,3,0
NOV-02854,54,56.97,1,0,15,bisannuel,carte,8.0,0.0,2,0
NOV-02855,18,133.61,0,0,9,mensuel,prelevement,6.4,0.0,4,0
NOV-02856,69,51.73,5,0,20,bisannuel,carte,7.7,0.1,1,0
NOV-02857,72,123.18,2,0,13,bisannuel,prelevement,5.3,0.05,4,0
NOV-02858,48,100.29,2,1,15,mensuel,carte,6.6,0.0,1,0
NOV-02859,11,74.54,2,2,15,mensuel,prelevement,3.8,0.0,3,1
NOV-02860,68,,0,0,10,annuel,carte,5.6,0.0,3,0
NOV-02861,19,110.32,2,0,15,mensuel,carte,7.2,0.05,3,1
NOV-02862,63,24.24,4,0,14,annuel,virement,4.4,0.05,1,0
NOV-02863,29,116.97,0,0,17,annuel,virement,3.8,0.0,1,0
NOV-02864,14,98.88,1,0,11,bisannuel,prelevement,4.7,0.2,3,0
NOV-02865,45,45.34,1,0,19,annuel,carte,5.5,0.0,3,0
NOV-02866,40,122.02,1,0,16,mensuel,prelevement,3.6,0.1,3,1
NOV-02867,39,20.78,1,0,16,annuel,virement,4.7,0.0,3,0
NOV-02868,36,136.16,3,1,19,mensuel,prelevement,5.2,0.05,4,1
NOV-02869,38,138.19,0,1,21,mensuel,prelevement,6.9,0.1,2,0
NOV-02870,72,28.35,0,0,30,mensuel,carte,6.0,0.0,1,0
NOV-02871,7,110.32,1,0,12,mensuel,prelevement,5.8,0.1,3,0
NOV-02872,30,64.42,2,2,18,annuel,prelevement,8.2,0.1,2,0
NOV-02873,20,41.64,2,1,20,annuel,virement,,0.0,2,0
NOV-02874,21,20.63,1,0,16,mensuel,carte,7.0,0.05,2,0
NOV-02875,67,68.3,2,0,18,mensuel,carte,4.9,0.0,2,0
NOV-02876,57,138.68,2,0,27,mensuel,prelevement,5.3,0.1,1,0
NOV-02877,41,43.46,4,0,19,mensuel,prelevement,8.6,0.05,2,0
NOV-02878,69,60.75,0,0,19,mensuel,virement,4.5,0.0,2,1
NOV-02879,38,101.56,1,0,15,mensuel,prelevement,5.9,0.0,2,0
NOV-02880,29,24.21,2,0,17,mensuel,virement,8.4,0.0,1,0
NOV-02881,30,23.13,4,0,15,mensuel,prelevement,8.5,0.0,4,0
NOV-02882,12,55.31,1,1,19,annuel,prelevement,9.5,0.0,3,0
NOV-02883,18,131.6,0,0,18,mensuel,carte,9.4,0.05,1,0
NOV-02884,20,96.41,3,0,23,mensuel,virement,5.3,0.0,4,0
NOV-02885,25,67.46,1,1,19,mensuel,carte,,0.1,4,0
NOV-02886,50,122.63,1,0,22,annuel,prelevement,4.7,0.0,4,1
NOV-02887,33,86.3,3,1,26,mensuel,prelevement,6.0,0.0,2,0
NOV-02888,68,72.12,4,1,18,annuel,virement,8.6,0.1,3,0
NOV-02889,68,73.74,0,2,15,mensuel,prelevement,5.8,0.1,3,0
NOV-02890,27,28.69,1,0,18,mensuel,carte,7.2,0.0,2,0
NOV-02891,27,38.0,1,0,11,annuel,prelevement,6.7,0.0,2,0
NOV-02892,27,66.32,3,2,12,annuel,prelevement,6.4,0.05,2,0
NOV-02893,3,48.7,1,0,25,annuel,prelevement,8.0,0.0,4,0
NOV-02894,58,130.84,0,1,14,mensuel,prelevement,7.1,0.1,3,1
NOV-02895,46,73.85,0,1,12,mensuel,carte,6.4,0.1,1,0
NOV-02896,15,28.14,2,0,18,mensuel,prelevement,5.0,0.0,1,1
NOV-02897,17,91.04,0,1,18,bisannuel,prelevement,8.6,0.0,3,0
NOV-02898,19,111.73,2,0,19,bisannuel,carte,8.8,0.1,4,0
NOV-02899,24,147.33,0,1,12,mensuel,carte,4.6,0.1,4,1
NOV-02900,29,23.47,2,1,16,bisannuel,prelevement,5.7,0.1,2,0
NOV-02901,28,25.44,1,1,18,mensuel,prelevement,8.4,0.0,2,1
NOV-02902,40,27.71,2,1,21,mensuel,carte,4.6,0.0,1,0
NOV-02903,48,70.33,1,1,9,annuel,prelevement,5.1,0.0,1,0
NOV-02904,51,87.66,1,1,23,mensuel,carte,8.4,0.2,3,0
NOV-02905,42,137.11,2,0,15,annuel,prelevement,9.3,0.0,3,0
NOV-02906,53,148.34,0,0,19,annuel,carte,6.6,0.1,2,0
NOV-02907,34,60.36,1,0,18,bisannuel,prelevement,8.2,0.0,2,0
NOV-02908,56,66.4,0,0,24,bisannuel,prelevement,5.6,0.0,1,0
NOV-02909,2,124.42,3,0,24,annuel,prelevement,7.9,0.0,4,1
NOV-02910,8,24.11,1,2,22,mensuel,carte,9.0,0.0,3,0
NOV-02911,12,39.68,2,1,22,mensuel,carte,6.3,0.0,4,0
NOV-02912,43,146.82,2,1,19,annuel,prelevement,5.4,0.05,2,0
NOV-02913,30,22.69,0,1,15,mensuel,carte,5.5,0.2,2,0
NOV-02914,45,36.61,2,0,19,mensuel,carte,8.1,0.0,2,0
NOV-02915,42,131.24,1,0,14,mensuel,prelevement,9.7,0.1,4,0
NOV-02916,30,139.28,2,0,25,mensuel,prelevement,6.4,0.0,3,0
NOV-02917,72,127.77,2,1,24,mensuel,prelevement,6.9,0.0,3,0
NOV-02918,70,55.19,3,0,12,bisannuel,prelevement,,0.0,3,0
NOV-02919,24,139.82,1,1,22,annuel,carte,7.0,0.2,3,0
NOV-02920,67,137.72,6,2,21,annuel,virement,8.9,0.0,4,1
NOV-02921,51,115.11,3,2,17,annuel,prelevement,7.5,0.1,4,1
NOV-02922,48,59.15,2,0,11,annuel,prelevement,8.7,0.0,2,0
NOV-02923,8,136.19,0,1,16,bisannuel,carte,6.2,0.0,1,0
NOV-02924,31,90.68,1,0,19,bisannuel,virement,9.6,0.1,1,0
NOV-02925,26,92.06,0,1,16,mensuel,carte,6.9,0.05,3,0
NOV-02926,55,76.23,1,0,14,bisannuel,prelevement,5.3,0.0,4,0
NOV-02927,61,69.76,3,0,22,mensuel,carte,6.8,0.0,3,1
NOV-02928,68,128.39,3,1,21,mensuel,carte,5.4,0.0,1,1
NOV-02929,20,25.47,1,2,15,bisannuel,prelevement,6.1,0.0,1,0
NOV-02930,38,27.79,1,0,20,mensuel,prelevement,7.5,0.0,4,0
NOV-02931,66,140.04,2,0,20,mensuel,carte,7.3,0.1,1,0
NOV-02932,6,40.5,0,2,18,bisannuel,prelevement,8.2,0.0,1,0
NOV-02933,7,106.23,2,0,20,bisannuel,carte,10.0,0.2,2,0
NOV-02934,5,35.04,2,1,19,mensuel,carte,6.6,0.0,4,0
NOV-02935,36,127.51,1,0,9,mensuel,prelevement,4.7,0.0,4,0
NOV-02936,14,71.25,2,0,29,mensuel,prelevement,7.4,0.05,1,0
NOV-02937,52,54.84,0,1,17,mensuel,carte,3.8,0.1,3,0
NOV-02938,9,126.36,2,0,18,annuel,virement,6.3,0.0,1,0
NOV-02939,5,145.45,2,1,18,annuel,carte,6.5,0.1,3,1
NOV-02940,55,,0,1,20,annuel,prelevement,8.9,0.0,2,0
NOV-02941,61,65.93,1,0,19,annuel,prelevement,3.2,0.0,4,1
NOV-02942,27,52.3,3,0,23,mensuel,prelevement,7.4,0.05,2,0
NOV-02943,15,120.63,0,2,21,mensuel,carte,5.5,0.1,1,0
NOV-02944,9,87.64,3,0,13,mensuel,prelevement,6.4,0.1,4,0
NOV-02945,61,84.66,3,0,12,annuel,prelevement,7.2,0.0,1,0
NOV-02946,52,117.7,3,1,17,mensuel,carte,7.9,0.0,1,0
NOV-02947,44,139.74,2,0,21,mensuel,prelevement,6.4,0.05,3,0
NOV-02948,36,57.55,0,0,12,annuel,prelevement,8.1,0.0,4,0
NOV-02949,41,38.75,1,0,15,mensuel,carte,,0.05,1,0
NOV-02950,52,137.05,1,1,16,mensuel,carte,6.4,0.1,1,0
NOV-02951,48,88.5,1,0,17,mensuel,virement,5.4,0.0,2,0
NOV-02952,70,84.8,4,0,20,mensuel,prelevement,4.9,0.0,1,0
NOV-02953,44,110.29,1,0,15,mensuel,prelevement,4.2,0.05,4,1
NOV-02954,42,19.15,1,2,18,annuel,prelevement,9.4,0.2,2,0
NOV-02955,20,74.84,0,3,16,mensuel,carte,7.6,0.1,1,1
NOV-02956,65,37.59,3,0,18,bisannuel,virement,7.6,0.0,4,0
NOV-02957,62,146.42,0,0,14,mensuel,prelevement,7.0,0.1,1,0
NOV-02958,64,134.49,0,0,17,annuel,prelevement,7.2,0.0,1,0
NOV-02959,7,37.67,3,0,23,mensuel,carte,8.0,0.1,4,0
NOV-02960,71,92.23,0,0,16,bisannuel,prelevement,7.1,0.0,2,0
NOV-02961,31,106.09,2,0,9,mensuel,prelevement,5.2,0.05,2,0
NOV-02962,54,62.8,3,0,18,bisannuel,carte,,0.05,4,0
NOV-02963,59,137.73,0,1,16,bisannuel,prelevement,9.5,0.0,3,0
NOV-02964,7,83.4,1,0,15,annuel,prelevement,4.2,0.2,4,0
NOV-02965,37,148.01,2,0,25,annuel,prelevement,6.5,0.0,1,0
NOV-02966,68,135.59,3,0,16,mensuel,prelevement,8.4,0.0,4,0
NOV-02967,58,76.26,3,0,25,mensuel,carte,9.3,0.1,4,0
NOV-02968,16,120.41,2,0,14,bisannuel,carte,5.3,0.0,2,0
NOV-02969,45,89.29,2,0,19,annuel,carte,7.4,0.0,2,1
NOV-02970,70,71.06,2,1,31,bisannuel,carte,8.7,0.1,2,0
NOV-02971,5,78.54,3,0,17,mensuel,prelevement,9.7,0.05,4,0
NOV-02972,40,101.49,2,0,17,annuel,carte,6.9,0.0,3,0
NOV-02973,2,101.78,2,1,15,annuel,prelevement,10.0,0.0,3,0
NOV-02974,59,57.12,1,0,26,annuel,carte,6.5,0.1,2,0
NOV-02975,4,75.83,2,2,10,annuel,prelevement,9.2,0.1,2,0
NOV-02976,27,87.36,1,1,19,mensuel,prelevement,7.7,0.1,1,0
NOV-02977,45,100.0,2,1,20,annuel,carte,6.0,0.1,3,0
NOV-02978,61,131.11,0,1,13,bisannuel,carte,6.0,0.0,1,0
NOV-02979,72,47.65,0,0,15,mensuel,prelevement,7.1,0.05,4,0
NOV-02980,20,112.1,0,0,16,annuel,prelevement,6.2,0.1,1,1
NOV-02981,15,40.21,1,0,19,bisannuel,prelevement,5.8,0.0,3,0
NOV-02982,67,138.36,1,1,15,mensuel,prelevement,7.2,0.0,3,0
NOV-02983,4,139.84,1,0,20,mensuel,prelevement,8.0,0.0,4,0
NOV-02984,26,78.73,2,0,27,bisannuel,carte,,0.0,4,0
NOV-02985,18,87.54,2,0,14,annuel,prelevement,6.2,0.0,2,0
NOV-02986,66,98.7,1,0,18,mensuel,prelevement,7.3,0.05,1,0
NOV-02987,63,148.86,1,1,13,bisannuel,prelevement,6.0,0.0,4,1
NOV-02988,72,,1,1,22,annuel,carte,5.1,0.0,3,0
NOV-02989,65,131.53,1,0,27,annuel,prelevement,7.8,0.0,2,0
NOV-02990,15,80.48,0,0,19,mensuel,carte,9.0,0.0,4,0
NOV-02991,64,26.87,1,0,20,mensuel,carte,10.0,0.1,2,0
NOV-02992,62,132.23,2,0,19,mensuel,prelevement,7.3,0.0,3,0
NOV-02993,53,32.53,1,2,20,annuel,prelevement,5.1,0.0,2,0
NOV-02994,51,21.98,1,0,21,bisannuel,prelevement,7.9,0.1,2,0
NOV-02995,69,35.9,1,0,21,annuel,carte,5.3,0.0,4,0
NOV-02996,11,100.8,1,0,21,mensuel,carte,4.1,0.0,4,0
NOV-02997,21,132.57,1,1,13,mensuel,prelevement,7.7,0.05,2,0
NOV-02998,29,77.19,6,1,15,bisannuel,prelevement,7.0,0.1,2,0
NOV-02999,33,67.51,2,1,22,annuel,prelevement,5.9,0.0,1,0
NOV-03000,41,99.23,1,0,15,mensuel,prelevement,6.6,0.0,1,0
NOV-03001,6,93.55,0,0,16,mensuel,virement,6.0,0.0,4,0
NOV-03002,36,44.44,3,0,12,mensuel,carte,8.7,0.05,4,0
NOV-03003,46,119.53,2,0,19,annuel,prelevement,6.2,0.05,3,0
NOV-03004,7,95.34,1,1,18,mensuel,prelevement,9.7,0.1,4,0
NOV-03005,68,93.71,1,1,20,annuel,carte,6.5,0.0,1,0
NOV-03006,43,46.71,1,0,20,annuel,prelevement,3.4,0.0,4,0
NOV-03007,33,87.83,1,0,21,annuel,prelevement,5.9,0.0,4,0
NOV-03008,13,96.79,0,0,16,mensuel,prelevement,5.4,0.1,2,1
NOV-03009,45,67.09,0,1,20,annuel,prelevement,8.2,0.0,3,1
NOV-03010,24,119.85,0,0,25,annuel,virement,5.3,0.0,1,0
NOV-03011,49,46.13,1,1,13,mensuel,prelevement,10.0,0.1,2,0
NOV-03012,34,78.69,0,0,16,annuel,carte,7.8,0.1,3,0
NOV-03013,49,94.15,4,0,17,mensuel,carte,6.8,0.0,2,0
NOV-03014,44,56.78,0,1,21,annuel,virement,7.8,0.05,1,0
NOV-03015,13,77.74,0,0,11,bisannuel,virement,8.1,0.0,3,0
NOV-03016,67,56.56,4,0,26,mensuel,carte,8.1,0.0,2,0
NOV-03017,8,134.53,1,1,23,mensuel,prelevement,4.3,0.1,1,1
NOV-03018,39,78.44,1,0,22,mensuel,prelevement,7.8,0.0,2,0
NOV-03019,28,56.91,0,1,15,annuel,carte,9.1,0.1,3,0
NOV-03020,36,78.07,0,0,21,bisannuel,carte,,0.05,1,0
NOV-03021,72,99.93,2,2,20,bisannuel,prelevement,7.6,0.0,1,0
NOV-03022,11,64.68,1,0,22,annuel,carte,6.7,0.05,3,1
NOV-03023,20,39.97,3,0,18,mensuel,prelevement,7.6,0.05,2,0
NOV-03024,58,146.34,0,0,17,mensuel,prelevement,6.1,0.1,3,0
NOV-03025,49,108.81,0,0,14,mensuel,carte,9.4,0.1,3,0
NOV-03026,37,107.04,0,0,18,annuel,carte,8.9,0.05,2,0
NOV-03027,67,144.37,1,0,24,annuel,carte,6.7,0.0,2,0
NOV-03028,67,64.07,1,1,11,annuel,prelevement,5.7,0.0,2,0
NOV-03029,46,40.03,2,1,22,mensuel,carte,7.7,0.05,3,0
NOV-03030,19,66.03,1,1,18,mensuel,carte,7.7,0.05,1,0
NOV-03031,23,74.47,2,1,18,annuel,carte,7.4,0.0,3,0
NOV-03032,52,87.97,2,0,22,annuel,carte,6.5,0.0,2,0
NOV-03033,70,73.44,0,1,7,mensuel,prelevement,4.6,0.1,2,0
NOV-03034,68,30.73,0,0,24,mensuel,prelevement,7.2,0.0,1,0
NOV-03035,22,48.04,2,0,15,annuel,prelevement,6.6,0.05,3,1
NOV-03036,44,39.35,0,0,16,mensuel,carte,7.2,0.0,4,0
NOV-03037,60,119.42,5,1,20,annuel,prelevement,6.1,0.05,1,1
NOV-03038,54,39.14,1,0,18,mensuel,prelevement,9.1,0.0,1,0
NOV-03039,67,37.02,3,0,23,annuel,carte,6.0,0.0,2,0
NOV-03040,19,20.38,4,0,25,mensuel,carte,5.9,0.2,1,1
NOV-03041,63,105.32,2,1,17,bisannuel,carte,6.5,0.1,1,0
NOV-03042,38,94.3,2,0,20,mensuel,prelevement,8.3,0.0,4,0
NOV-03043,64,38.37,4,0,20,bisannuel,carte,,0.0,3,0
NOV-03044,3,81.9,1,1,11,bisannuel,prelevement,7.0,0.05,1,0
NOV-03045,51,92.68,1,1,21,mensuel,prelevement,6.5,0.0,4,0
NOV-03046,51,31.6,0,1,16,mensuel,carte,7.3,0.0,1,0
NOV-03047,5,142.21,1,1,16,mensuel,carte,9.3,0.05,4,0
NOV-03048,18,33.95,3,0,27,annuel,prelevement,7.1,0.0,4,0
NOV-03049,8,123.85,1,1,11,bisannuel,prelevement,6.5,0.0,3,1
NOV-03050,1,85.83,5,1,18,annuel,prelevement,7.0,0.1,3,0
NOV-03051,1,78.89,1,0,23,mensuel,carte,6.5,0.0,1,0
NOV-03052,71,28.91,0,1,15,mensuel,prelevement,,0.0,2,0
NOV-03053,58,44.98,3,0,17,mensuel,carte,6.7,0.1,3,0
NOV-03054,1,134.47,4,0,12,mensuel,carte,5.9,0.05,3,1
NOV-03055,2,50.96,3,3,19,bisannuel,carte,8.4,0.05,1,1
NOV-03056,18,82.56,1,2,11,mensuel,carte,7.3,0.0,2,0
NOV-03057,39,29.0,3,1,25,mensuel,carte,5.4,0.1,2,1
NOV-03058,71,31.46,1,1,20,mensuel,carte,8.5,0.05,1,0
NOV-03059,31,48.47,5,0,19,mensuel,virement,6.1,0.0,1,1
NOV-03060,53,66.17,2,3,15,bisannuel,carte,7.0,0.0,1,0
NOV-03061,55,47.45,1,2,18,bisannuel,prelevement,4.7,0.2,3,1
NOV-03062,61,132.23,2,2,26,mensuel,prelevement,8.4,0.0,1,0
NOV-03063,43,38.25,0,0,24,mensuel,carte,4.9,0.05,4,0
NOV-03064,14,39.99,0,1,12,mensuel,prelevement,7.5,0.05,3,0
NOV-03065,34,140.8,2,0,15,mensuel,carte,6.8,0.0,2,0
NOV-03066,39,101.09,1,0,16,mensuel,prelevement,7.3,0.1,3,0
NOV-03067,51,70.17,0,0,10,mensuel,prelevement,4.0,0.1,3,0
NOV-03068,54,19.13,3,0,17,mensuel,prelevement,6.6,0.1,3,0
NOV-03069,44,133.9,0,1,23,mensuel,prelevement,7.6,0.0,1,0
NOV-03070,41,34.15,1,3,12,mensuel,prelevement,6.1,0.0,3,1
NOV-03071,55,98.99,1,0,15,annuel,prelevement,9.5,0.0,1,0
NOV-03072,23,39.27,0,0,14,mensuel,prelevement,6.8,0.1,1,0
NOV-03073,60,133.35,3,0,20,bisannuel,virement,6.6,0.0,1,0
NOV-03074,20,129.93,2,0,21,mensuel,virement,7.1,0.05,3,0
NOV-03075,59,32.72,4,1,24,mensuel,carte,8.8,0.1,1,0
NOV-03076,45,135.82,2,0,16,mensuel,prelevement,7.6,0.0,2,0
NOV-03077,27,135.67,3,0,15,mensuel,prelevement,3.4,0.0,1,1
NOV-03078,31,145.67,4,1,17,mensuel,prelevement,,0.0,3,1
NOV-03079,23,67.31,3,2,22,annuel,carte,10.0,0.05,1,0
NOV-03080,34,83.72,2,0,18,annuel,carte,10.0,0.1,3,0
NOV-03081,58,113.73,0,0,17,annuel,carte,7.3,0.0,4,0
NOV-03082,1,82.71,0,0,18,mensuel,prelevement,4.4,0.05,3,1
NOV-03083,35,121.41,2,0,11,mensuel,carte,8.5,0.05,1,0
NOV-03084,57,105.27,2,1,12,annuel,prelevement,8.3,0.0,3,0
NOV-03085,27,56.61,3,0,14,mensuel,carte,5.5,0.0,1,1
NOV-03086,52,136.33,2,0,11,mensuel,carte,6.6,0.05,3,0
NOV-03087,38,146.9,4,0,16,annuel,prelevement,4.7,0.0,1,0
NOV-03088,10,116.93,1,0,16,mensuel,carte,6.7,0.2,3,1
NOV-03089,51,29.23,1,0,20,annuel,prelevement,6.3,0.2,3,0
